OFFICIAL ELECTION RESULTS
Bucks
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Bensalem Twp Lower East #1","ATTORNEY GENERAL","Daniel Wassmer","21","0.00%"
"Bensalem Twp Lower East #1","AUDITOR GENERAL","Write-in","1","0.00%"
"Bensalem Twp Lower East #1","AUDITOR GENERAL","Nina Ahmad","816","0.00%"
"Bensalem Twp Lower East #1","AUDITOR GENERAL","Timothy DeFoor","716","0.00%"
"Bensalem Twp Lower East #1","AUDITOR GENERAL","Olivia Faison","6","0.00%"
"Bensalem Twp Lower East #1","AUDITOR GENERAL","Jennifer Moore","34","0.00%"
"Bensalem Twp Lower East #1","STATE TREASURER","Write-in","1","0.00%"
"Bensalem Twp Lower East #1","STATE TREASURER","Joe Torsella","852","0.00%"
"Bensalem Twp Lower East #1","STATE TREASURER","Stacy L. Garrity","687","0.00%"
"Bensalem Twp Lower East #1","STATE TREASURER","Timothy Runkle","11","0.00%"
"Bensalem Twp Lower East #1","STATE TREASURER","Joe Soloski","24","0.00%"
"Bensalem Twp Lower East #1","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","6","0.00%"
"Bensalem Twp Lower East #1","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","712","0.00%"
"Bensalem Twp Lower East #1","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","875","0.00%"
"Bensalem Twp Lower East #1","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","3","0.00%"
"Bensalem Twp Lower East #1","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","788","0.00%"
"Bensalem Twp Lower East #1","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","790","0.00%"
"Bensalem Twp Lower East #1","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","638","0.00%"
"Bensalem Twp Lower East #1","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","926","0.00%"
"Bensalem Twp Lower East #2","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","844","0.00%"
"Bensalem Twp Lower East #2","PRESIDENT OF THE UNITED STATES","Donald J. Trump","599","0.00%"
"Bensalem Twp Lower East #2","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","13","0.00%"
"Bensalem Twp Lower East #2","PRESIDENT OF THE UNITED STATES","Write-in","7","0.00%"
"Bensalem Twp Lower East #2","ATTORNEY GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #2","ATTORNEY GENERAL","Josh Shapiro","819","0.00%"
"Bensalem Twp Lower East #2","ATTORNEY GENERAL","Heather Heidelbaugh","577","0.00%"
"Bensalem Twp Lower East #2","ATTORNEY GENERAL","Richard L. Weiss","17","0.00%"
"Bensalem Twp Lower East #2","ATTORNEY GENERAL","Daniel Wassmer","23","0.00%"
"Bensalem Twp Lower East #2","AUDITOR GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #2","AUDITOR GENERAL","Nina Ahmad","761","0.00%"
"Bensalem Twp Lower East #2","AUDITOR GENERAL","Timothy DeFoor","609","0.00%"
"Bensalem Twp Lower East #2","AUDITOR GENERAL","Olivia Faison","15","0.00%"
"Bensalem Twp Lower East #2","AUDITOR GENERAL","Jennifer Moore","37","0.00%"
"Bensalem Twp Lower East #2","STATE TREASURER","Write-in","2","0.00%"
"Bensalem Twp Lower East #2","STATE TREASURER","Joe Torsella","785","0.00%"
"Bensalem Twp Lower East #2","STATE TREASURER","Stacy L. Garrity","598","0.00%"
"Bensalem Twp Lower East #2","STATE TREASURER","Timothy Runkle","10","0.00%"
"Bensalem Twp Lower East #2","STATE TREASURER","Joe Soloski","32","0.00%"
"Bensalem Twp Lower East #2","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","1","0.00%"
"Bensalem Twp Lower East #2","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","671","0.00%"
"Bensalem Twp Lower East #2","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","770","0.00%"
"Bensalem Twp Lower East #2","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","1","0.00%"
"Bensalem Twp Lower East #2","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","729","0.00%"
"Bensalem Twp Lower East #2","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","710","0.00%"
"Bensalem Twp Lower East #2","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","622","0.00%"
"Bensalem Twp Lower East #2","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","791","0.00%"
"Bensalem Twp Lower East #3","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","840","0.00%"
"Bensalem Twp Lower East #3","PRESIDENT OF THE UNITED STATES","Donald J. Trump","635","0.00%"
"Bensalem Twp Lower East #3","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","11","0.00%"
"Bensalem Twp Lower East #3","PRESIDENT OF THE UNITED STATES","Write-in","2","0.00%"
"Bensalem Twp Lower East #3","ATTORNEY GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #3","ATTORNEY GENERAL","Josh Shapiro","852","0.00%"
"Bensalem Twp Lower East #3","ATTORNEY GENERAL","Heather Heidelbaugh","579","0.00%"
"Bensalem Twp Lower East #3","ATTORNEY GENERAL","Richard L. Weiss","13","0.00%"
"Bensalem Twp Lower East #3","ATTORNEY GENERAL","Daniel Wassmer","21","0.00%"
"Bensalem Twp Lower East #3","AUDITOR GENERAL","Write-in","1","0.00%"
"Bensalem Twp Lower East #3","AUDITOR GENERAL","Nina Ahmad","786","0.00%"
"Bensalem Twp Lower East #3","AUDITOR GENERAL","Timothy DeFoor","635","0.00%"
"Bensalem Twp Lower East #3","AUDITOR GENERAL","Olivia Faison","8","0.00%"
"Bensalem Twp Lower East #3","AUDITOR GENERAL","Jennifer Moore","31","0.00%"
"Bensalem Twp Lower East #3","STATE TREASURER","Write-in","0","0.00%"
"Bensalem Twp Lower East #3","STATE TREASURER","Joe Torsella","812","0.00%"
"Bensalem Twp Lower East #3","STATE TREASURER","Stacy L. Garrity","616","0.00%"
"Bensalem Twp Lower East #3","STATE TREASURER","Timothy Runkle","13","0.00%"
"Bensalem Twp Lower East #3","STATE TREASURER","Joe Soloski","23","0.00%"
"Bensalem Twp Lower East #3","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","5","0.00%"
"Bensalem Twp Lower East #3","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","703","0.00%"
"Bensalem Twp Lower East #3","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","765","0.00%"
"Bensalem Twp Lower East #3","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","1","0.00%"
"Bensalem Twp Lower East #3","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","789","0.00%"
"Bensalem Twp Lower East #3","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","677","0.00%"
"Bensalem Twp Lower East #3","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","570","0.00%"
"Bensalem Twp Lower East #3","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","883","0.00%"
"Bensalem Twp Lower East #4","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","515","0.00%"
"Bensalem Twp Lower East #4","PRESIDENT OF THE UNITED STATES","Donald J. Trump","188","0.00%"
"Bensalem Twp Lower East #4","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","8","0.00%"
"Bensalem Twp Lower East #4","PRESIDENT OF THE UNITED STATES","Write-in","1","0.00%"
"Bensalem Twp Lower East #4","ATTORNEY GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #4","ATTORNEY GENERAL","Josh Shapiro","510","0.00%"
"Bensalem Twp Lower East #4","ATTORNEY GENERAL","Heather Heidelbaugh","180","0.00%"
"Bensalem Twp Lower East #4","ATTORNEY GENERAL","Richard L. Weiss","11","0.00%"
"Bensalem Twp Lower East #4","ATTORNEY GENERAL","Daniel Wassmer","4","0.00%"
"Bensalem Twp Lower East #4","AUDITOR GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #4","AUDITOR GENERAL","Nina Ahmad","475","0.00%"
"Bensalem Twp Lower East #4","AUDITOR GENERAL","Timothy DeFoor","205","0.00%"
"Bensalem Twp Lower East #4","AUDITOR GENERAL","Olivia Faison","10","0.00%"
"Bensalem Twp Lower East #4","AUDITOR GENERAL","Jennifer Moore","14","0.00%"
"Bensalem Twp Lower East #4","STATE TREASURER","Write-in","0","0.00%"
"Bensalem Twp Lower East #4","STATE TREASURER","Joe Torsella","491","0.00%"
"Bensalem Twp Lower East #4","STATE TREASURER","Stacy L. Garrity","192","0.00%"
"Bensalem Twp Lower East #4","STATE TREASURER","Timothy Runkle","9","0.00%"
"Bensalem Twp Lower East #4","STATE TREASURER","Joe Soloski","11","0.00%"
"Bensalem Twp Lower East #4","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","1","0.00%"
"Bensalem Twp Lower East #4","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","452","0.00%"
"Bensalem Twp Lower East #4","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","249","0.00%"
"Bensalem Twp Lower East #4","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","0","0.00%"
"Bensalem Twp Lower East #4","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","472","0.00%"
"Bensalem Twp Lower East #4","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","235","0.00%"
"Bensalem Twp Lower East #4","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","334","0.00%"
"Bensalem Twp Lower East #4","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","361","0.00%"
"Bensalem Twp Lower East #5","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","892","0.00%"
"Bensalem Twp Lower East #5","PRESIDENT OF THE UNITED STATES","Donald J. Trump","1083","0.00%"
"Bensalem Twp Lower East #5","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","15","0.00%"
"Bensalem Twp Lower East #5","PRESIDENT OF THE UNITED STATES","Write-in","3","0.00%"
"Bensalem Twp Lower East #5","ATTORNEY GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #5","ATTORNEY GENERAL","Josh Shapiro","919","0.00%"
"Bensalem Twp Lower East #5","ATTORNEY GENERAL","Heather Heidelbaugh","997","0.00%"
"Bensalem Twp Lower East #5","ATTORNEY GENERAL","Richard L. Weiss","11","0.00%"
"Bensalem Twp Lower East #5","ATTORNEY GENERAL","Daniel Wassmer","37","0.00%"
"Bensalem Twp Lower East #5","AUDITOR GENERAL","Write-in","1","0.00%"
"Bensalem Twp Lower East #5","AUDITOR GENERAL","Nina Ahmad","778","0.00%"
"Bensalem Twp Lower East #5","AUDITOR GENERAL","Timothy DeFoor","1092","0.00%"
"Bensalem Twp Lower East #5","AUDITOR GENERAL","Olivia Faison","14","0.00%"
"Bensalem Twp Lower East #5","AUDITOR GENERAL","Jennifer Moore","56","0.00%"
"Bensalem Twp Lower East #5","STATE TREASURER","Write-in","1","0.00%"
"Bensalem Twp Lower East #5","STATE TREASURER","Joe Torsella","863","0.00%"
"Bensalem Twp Lower East #5","STATE TREASURER","Stacy L. Garrity","1038","0.00%"
"Bensalem Twp Lower East #5","STATE TREASURER","Timothy Runkle","21","0.00%"
"Bensalem Twp Lower East #5","STATE TREASURER","Joe Soloski","34","0.00%"
"Bensalem Twp Lower East #5","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","8","0.00%"
"Bensalem Twp Lower East #5","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","696","0.00%"
"Bensalem Twp Lower East #5","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","1276","0.00%"
"Bensalem Twp Lower East #5","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","2","0.00%"
"Bensalem Twp Lower East #5","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","770","0.00%"
"Bensalem Twp Lower East #5","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","1200","0.00%"
"Bensalem Twp Lower East #5","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","902","0.00%"
"Bensalem Twp Lower East #5","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","1041","0.00%"
"Bensalem Twp Lower East #6","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","531","0.00%"
"Bensalem Twp Lower East #6","PRESIDENT OF THE UNITED STATES","Donald J. Trump","564","0.00%"
"Bensalem Twp Lower East #6","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","8","0.00%"
"Bensalem Twp Lower East #6","PRESIDENT OF THE UNITED STATES","Write-in","3","0.00%"
"Bensalem Twp Lower East #6","ATTORNEY GENERAL","Write-in","1","0.00%"
"Bensalem Twp Lower East #6","ATTORNEY GENERAL","Josh Shapiro","556","0.00%"
"Bensalem Twp Lower East #6","ATTORNEY GENERAL","Heather Heidelbaugh","501","0.00%"
"Bensalem Twp Lower East #6","ATTORNEY GENERAL","Richard L. Weiss","7","0.00%"
"Bensalem Twp Lower East #6","ATTORNEY GENERAL","Daniel Wassmer","10","0.00%"
"Bensalem Twp Lower East #6","AUDITOR GENERAL","Write-in","1","0.00%"
"Bensalem Twp Lower East #6","AUDITOR GENERAL","Nina Ahmad","486","0.00%"
"Bensalem Twp Lower East #6","AUDITOR GENERAL","Timothy DeFoor","552","0.00%"
"Bensalem Twp Lower East #6","AUDITOR GENERAL","Olivia Faison","8","0.00%"
"Bensalem Twp Lower East #6","AUDITOR GENERAL","Jennifer Moore","24","0.00%"
"Bensalem Twp Lower East #6","STATE TREASURER","Write-in","1","0.00%"
"Bensalem Twp Lower East #6","STATE TREASURER","Joe Torsella","522","0.00%"
"Bensalem Twp Lower East #6","STATE TREASURER","Stacy L. Garrity","532","0.00%"
"Bensalem Twp Lower East #6","STATE TREASURER","Timothy Runkle","10","0.00%"
"Bensalem Twp Lower East #6","STATE TREASURER","Joe Soloski","14","0.00%"
"Bensalem Twp Lower East #6","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","2","0.00%"
"Bensalem Twp Lower East #6","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","431","0.00%"
"Bensalem Twp Lower East #6","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","660","0.00%"
"Bensalem Twp Lower East #6","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","1","0.00%"
"Bensalem Twp Lower East #6","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","454","0.00%"
"Bensalem Twp Lower East #6","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","636","0.00%"
"Bensalem Twp Lower East #6","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","473","0.00%"
"Bensalem Twp Lower East #6","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","608","0.00%"
"Bensalem Twp Lower East #7","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","811","0.00%"
"Bensalem Twp Lower East #7","PRESIDENT OF THE UNITED STATES","Donald J. Trump","671","0.00%"
"Bensalem Twp Lower East #7","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","11","0.00%"
"Bensalem Twp Lower East #7","PRESIDENT OF THE UNITED STATES","Write-in","2","0.00%"
"Bensalem Twp Lower East #7","ATTORNEY GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #7","ATTORNEY GENERAL","Josh Shapiro","810","0.00%"
"Bensalem Twp Lower East #7","ATTORNEY GENERAL","Heather Heidelbaugh","625","0.00%"
"Bensalem Twp Lower East #7","ATTORNEY GENERAL","Richard L. Weiss","10","0.00%"
"Bensalem Twp Lower East #7","ATTORNEY GENERAL","Daniel Wassmer","17","0.00%"
"Bensalem Twp Lower East #7","AUDITOR GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #7","AUDITOR GENERAL","Nina Ahmad","755","0.00%"
"Bensalem Twp Lower East #7","AUDITOR GENERAL","Timothy DeFoor","665","0.00%"
"Bensalem Twp Lower East #7","AUDITOR GENERAL","Olivia Faison","10","0.00%"
"Bensalem Twp Lower East #7","AUDITOR GENERAL","Jennifer Moore","34","0.00%"
"Bensalem Twp Lower East #7","STATE TREASURER","Write-in","0","0.00%"
"Bensalem Twp Lower East #7","STATE TREASURER","Joe Torsella","781","0.00%"
"Bensalem Twp Lower East #7","STATE TREASURER","Stacy L. Garrity","644","0.00%"
"Bensalem Twp Lower East #7","STATE TREASURER","Timothy Runkle","9","0.00%"
"Bensalem Twp Lower East #7","STATE TREASURER","Joe Soloski","25","0.00%"
"Bensalem Twp Lower East #7","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","2","0.00%"
"Bensalem Twp Lower East #7","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","684","0.00%"
"Bensalem Twp Lower East #7","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","793","0.00%"
"Bensalem Twp Lower East #7","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","1","0.00%"
"Bensalem Twp Lower East #7","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","735","0.00%"
"Bensalem Twp Lower East #7","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","738","0.00%"
"Bensalem Twp Lower East #7","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","603","0.00%"
"Bensalem Twp Lower East #7","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","845","0.00%"
"Bensalem Twp Lower East #8","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","442","0.00%"
"Bensalem Twp Lower East #8","PRESIDENT OF THE UNITED STATES","Donald J. Trump","355","0.00%"
"Bensalem Twp Lower East #8","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","16","0.00%"
"Bensalem Twp Lower East #8","PRESIDENT OF THE UNITED STATES","Write-in","2","0.00%"
"Bensalem Twp Lower East #8","ATTORNEY GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #8","ATTORNEY GENERAL","Josh Shapiro","449","0.00%"
"Bensalem Twp Lower East #8","ATTORNEY GENERAL","Heather Heidelbaugh","328","0.00%"
"Bensalem Twp Lower East #8","ATTORNEY GENERAL","Richard L. Weiss","7","0.00%"
"Bensalem Twp Lower East #8","ATTORNEY GENERAL","Daniel Wassmer","13","0.00%"
"Bensalem Twp Lower East #8","AUDITOR GENERAL","Write-in","0","0.00%"
"Bensalem Twp Lower East #8","AUDITOR GENERAL","Nina Ahmad","405","0.00%"
"Bensalem Twp Lower East #8","AUDITOR GENERAL","Timothy DeFoor","364","0.00%"
"Bensalem Twp Lower East #8","AUDITOR GENERAL","Olivia Faison","6","0.00%"
"Bensalem Twp Lower East #8","AUDITOR GENERAL","Jennifer Moore","18","0.00%"
"Bensalem Twp Lower East #8","STATE TREASURER","Write-in","0","0.00%"
"Bensalem Twp Lower East #8","STATE TREASURER","Joe Torsella","431","0.00%"
"Bensalem Twp Lower East #8","STATE TREASURER","Stacy L. Garrity","346","0.00%"
"Bensalem Twp Lower East #8","STATE TREASURER","Timothy Runkle","7","0.00%"
"Bensalem Twp Lower East #8","STATE TREASURER","Joe Soloski","11","0.00%"
"Bensalem Twp Lower East #8","REPRESENTATIVE IN CONGRESS (PA-01)","Write-in","3","0.00%"
"Bensalem Twp Lower East #8","REPRESENTATIVE IN CONGRESS (PA-01)","Christina Finello","356","0.00%"
"Bensalem Twp Lower East #8","REPRESENTATIVE IN CONGRESS (PA-01)","Brian Fitzpatrick","446","0.00%"
"Bensalem Twp Lower East #8","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Write-in","2","0.00%"
"Bensalem Twp Lower East #8","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Harold Hayes","397","0.00%"
"Bensalem Twp Lower East #8","REPRESENTATIVE IN THE GENERAL ASSEMBLY 18TH","Kathleen KC Tomlinson","400","0.00%"
"Bensalem Twp Lower East #8","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","Yes","325","0.00%"
"Bensalem Twp Lower East #8","BENSALEM TWP AMBULANCE AND RESCUE SQUAD REFERENDUM","No","464","0.00%"
"Bensalem Twp Lower Middle #1","PRESIDENT OF THE UNITED STATES","Joseph R. Biden","528","0.00%"
"Bensalem Twp Lower Middle #1","PRESIDENT OF THE UNITED STATES","Donald J. Trump","590","0.00%"
"Bensalem Twp Lower Middle #1","PRESIDENT OF THE UNITED STATES","Jo Jorgensen","10","0.00%"
"Bensalem Twp Lower Middle #1","PRESIDENT OF THE UNITED STATES","Write-in","2","0.00%"
"Bensalem Twp Lower Middle #1","ATTORNEY GENERAL","Write-in","1","0.00%"
"Bensalem Twp Lower Middle #1","ATTORNEY GENERAL","Josh Shapiro","524","0.00%"
"Bensalem Twp Lower Middle #1","ATTORNEY GENERAL","Heather Heidelbaugh","559","0.00%"
"Bensalem Twp Lower Middle #1","ATTORNEY GENERAL","Richard L. Weiss","15","0.00%"
"Bensalem Twp Lower Middle #1","ATTORNEY GENERAL","Daniel Wassmer","21","0.00%"
"Bensalem Twp Lower Middle #1","AUDITOR GENERAL","Write-in","2","0.00%"
"Bensalem Twp Lower Middle #1","AUDITOR GENERAL","Nina Ahmad","483","0.00%"
"Bensalem Twp Lower Middle #1","AUDITOR GENERAL","Timothy DeFoor","579","0.00%"
"Bensalem Twp Lower Middle #1","AUDITOR GENERAL","Olivia Faison","10","0.00%"
"Bensalem Twp Lower Middle #1","AUDITOR GENERAL","Jennifer Moore","36","0.00%"
"Bensalem Twp Lower Middle #1","STATE TREASURER","Write-in","2","0.00%"
"Bensalem Twp Lower Middle #1","STATE TREASURER","Joe Torsella","505","0.00%"
"Bensalem Twp Lower Middle #1","STATE TREASURER","Stacy L. Garrity","571","0.00%"
