Official Election Results
LEHIGH
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Alburtis- 0068","Representative in the General Assembly in the 187th Legi","GARY DAY","110","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - At Large","JOE VICHOT","80","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - At Large","LISA WALTER","76","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","85","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","46","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - At Large","BLAKE MARLES","98","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - District 2","BERNADETTE COMFORT","90","20.25%"
"Alburtis- 0068","Member of the Republican State Committee - District 2","RAYMOND P LEISTER","87","20.25%"
"Alburtis- 0068","REP Member of the County Committee Alburtis","JEANNETTE WROBEL","97","20.25%"
"Allentown 10th Ward 1st Dist- 0017","DEM Governor","JOSH SHAPIRO","107","6.77%"
"Allentown 10th Ward 1st Dist- 0017","DEM Lieutenant Governor","AUSTIN DAVIS","91","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","41","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","36","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","10","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in Congress in the 7th Congressional Dist","RYAN CROSSWELL","16","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Senator In the General Assembly in the 14th Senatorial D","NICK MILLER","98","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in the General Assembly in the 22nd Legis","CE CE GERLACH","43","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in the General Assembly in the 22nd Legis","ANA TIBURCIO","65","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","DANIELLE SHACKELFORD","56","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","AIDAN LEVINSON","26","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","APRIL RIDDICK","59","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","CARMEN BELL","58","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","CELESTE DEE","31","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","GABRIELLE KLOTZ","16","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","SARINA TORRES","62","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","JULIAN GURIDY","64","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","SUNNY GHAI","33","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","LORI MCFARLAND","14","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","BEN STEMRICH","51","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Democratic State Committee","KATHLEEN PARSONS","21","6.77%"
"Allentown 10th Ward 1st Dist- 0017","DEM Member of the County Committee Allentown 10th Ward 1","NORBERTO E DOMINGUEZ JR","91","6.77%"
"Allentown 10th Ward 1st Dist- 0017","REP Governor","STACY GARRITY","11","6.77%"
"Allentown 10th Ward 1st Dist- 0017","REP Lieutenant Governor","JOHN VENTRE","3","6.77%"
"Allentown 10th Ward 1st Dist- 0017","REP Lieutenant Governor","JASON RICHEY","8","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in Congress in the 7th Congressional Dist","RYAN MACKENZIE","11","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Senator In the General Assembly in the 14th Senatorial D","OMY MALDONADO","10","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Representative in the General Assembly in the 22nd Legis","ROBERT E SMITH JR","9","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - At Large","JOE VICHOT","7","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - At Large","LISA WALTER","7","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","4","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","5","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - At Large","BLAKE MARLES","4","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - District 1","BOB DADAY","8","6.77%"
"Allentown 10th Ward 1st Dist- 0017","Member of the Republican State Committee - District 1","JACQUELINE RIVERA","5","6.77%"
"Allentown 10th Ward 3rd Dist- 0018","DEM Governor","JOSH SHAPIRO","67","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","DEM Lieutenant Governor","AUSTIN DAVIS","63","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","26","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","28","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","2","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in Congress in the 7th Congressional Dist","RYAN CROSSWELL","15","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Senator In the General Assembly in the 14th Senatorial D","NICK MILLER","67","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in the General Assembly in the 22nd Legis","CE CE GERLACH","35","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in the General Assembly in the 22nd Legis","ANA TIBURCIO","34","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","DANIELLE SHACKELFORD","40","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","AIDAN LEVINSON","22","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","APRIL RIDDICK","40","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","CARMEN BELL","34","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","CELESTE DEE","22","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","GABRIELLE KLOTZ","11","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","SARINA TORRES","41","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","JULIAN GURIDY","44","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","SUNNY GHAI","18","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","LORI MCFARLAND","10","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","BEN STEMRICH","28","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Democratic State Committee","KATHLEEN PARSONS","15","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","REP Governor","STACY GARRITY","12","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","REP Lieutenant Governor","JOHN VENTRE","0","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","REP Lieutenant Governor","JASON RICHEY","10","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in Congress in the 7th Congressional Dist","RYAN MACKENZIE","11","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Senator In the General Assembly in the 14th Senatorial D","OMY MALDONADO","11","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Representative in the General Assembly in the 22nd Legis","ROBERT E SMITH JR","12","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - At Large","JOE VICHOT","7","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - At Large","LISA WALTER","10","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","3","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","10","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - At Large","BLAKE MARLES","9","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - District 1","BOB DADAY","9","7.90%"
"Allentown 10th Ward 3rd Dist- 0018","Member of the Republican State Committee - District 1","JACQUELINE RIVERA","9","7.90%"
"Allentown 10th Ward 4th Dist- 0019","DEM Governor","JOSH SHAPIRO","74","7.75%"
"Allentown 10th Ward 4th Dist- 0019","DEM Lieutenant Governor","AUSTIN DAVIS","68","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","28","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","21","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","11","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in Congress in the 7th Congressional Dist","RYAN CROSSWELL","13","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Senator In the General Assembly in the 14th Senatorial D","NICK MILLER","65","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in the General Assembly in the 22nd Legis","CE CE GERLACH","31","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in the General Assembly in the 22nd Legis","ANA TIBURCIO","42","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","DANIELLE SHACKELFORD","45","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","AIDAN LEVINSON","21","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","APRIL RIDDICK","34","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","CARMEN BELL","43","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","CELESTE DEE","26","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","GABRIELLE KLOTZ","14","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","SARINA TORRES","45","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","JULIAN GURIDY","50","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","SUNNY GHAI","21","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","LORI MCFARLAND","14","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","BEN STEMRICH","40","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Democratic State Committee","KATHLEEN PARSONS","18","7.75%"
"Allentown 10th Ward 4th Dist- 0019","DEM Member of the County Committee Allentown 10th Ward 4","YVONNE ALLENDE","65","7.75%"
"Allentown 10th Ward 4th Dist- 0019","REP Governor","STACY GARRITY","11","7.75%"
"Allentown 10th Ward 4th Dist- 0019","REP Lieutenant Governor","JOHN VENTRE","6","7.75%"
"Allentown 10th Ward 4th Dist- 0019","REP Lieutenant Governor","JASON RICHEY","6","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in Congress in the 7th Congressional Dist","RYAN MACKENZIE","12","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Senator In the General Assembly in the 14th Senatorial D","OMY MALDONADO","8","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Representative in the General Assembly in the 22nd Legis","ROBERT E SMITH JR","11","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - At Large","JOE VICHOT","6","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - At Large","LISA WALTER","8","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","5","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","9","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - At Large","BLAKE MARLES","4","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - District 1","BOB DADAY","10","7.75%"
"Allentown 10th Ward 4th Dist- 0019","Member of the Republican State Committee - District 1","JACQUELINE RIVERA","5","7.75%"
"Allentown 11th Ward 1st Dist- 0020","DEM Governor","JOSH SHAPIRO","61","7.42%"
"Allentown 11th Ward 1st Dist- 0020","DEM Lieutenant Governor","AUSTIN DAVIS","51","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","24","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","15","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","6","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in Congress in the 7th Congressional Dist","RYAN CROSSWELL","17","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Senator In the General Assembly in the 14th Senatorial D","NICK MILLER","55","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in the General Assembly in the 134th Legi","PETER SCHWEYER","56","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","DANIELLE SHACKELFORD","38","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","AIDAN LEVINSON","11","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","APRIL RIDDICK","36","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","CARMEN BELL","40","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","CELESTE DEE","17","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","GABRIELLE KLOTZ","11","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","SARINA TORRES","36","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","JULIAN GURIDY","42","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","SUNNY GHAI","16","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","LORI MCFARLAND","12","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","BEN STEMRICH","36","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Democratic State Committee","KATHLEEN PARSONS","14","7.42%"
"Allentown 11th Ward 1st Dist- 0020","REP Governor","STACY GARRITY","6","7.42%"
"Allentown 11th Ward 1st Dist- 0020","REP Lieutenant Governor","JOHN VENTRE","3","7.42%"
"Allentown 11th Ward 1st Dist- 0020","REP Lieutenant Governor","JASON RICHEY","5","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in Congress in the 7th Congressional Dist","RYAN MACKENZIE","7","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Senator In the General Assembly in the 14th Senatorial D","OMY MALDONADO","7","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Representative in the General Assembly in the 134th Legi","MIRIAM MALDONADO","7","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - At Large","JOE VICHOT","5","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - At Large","LISA WALTER","5","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","1","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","5","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - At Large","BLAKE MARLES","4","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - District 1","BOB DADAY","5","7.42%"
"Allentown 11th Ward 1st Dist- 0020","Member of the Republican State Committee - District 1","JACQUELINE RIVERA","6","7.42%"
"Allentown 11th Ward 2nd Dist- 0021","DEM Governor","JOSH SHAPIRO","99","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","DEM Lieutenant Governor","AUSTIN DAVIS","90","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","37","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","41","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","8","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in Congress in the 7th Congressional Dist","RYAN CROSSWELL","12","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Senator In the General Assembly in the 14th Senatorial D","NICK MILLER","92","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in the General Assembly in the 22nd Legis","CE CE GERLACH","49","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in the General Assembly in the 22nd Legis","ANA TIBURCIO","52","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","DANIELLE SHACKELFORD","66","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","AIDAN LEVINSON","29","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","APRIL RIDDICK","55","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","CARMEN BELL","53","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","CELESTE DEE","20","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","GABRIELLE KLOTZ","23","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","SARINA TORRES","54","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","JULIAN GURIDY","54","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","SUNNY GHAI","17","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","LORI MCFARLAND","19","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","BEN STEMRICH","51","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Democratic State Committee","KATHLEEN PARSONS","21","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","REP Governor","STACY GARRITY","9","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","REP Lieutenant Governor","JOHN VENTRE","5","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","REP Lieutenant Governor","JASON RICHEY","3","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in Congress in the 7th Congressional Dist","RYAN MACKENZIE","8","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Senator In the General Assembly in the 14th Senatorial D","OMY MALDONADO","8","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Representative in the General Assembly in the 22nd Legis","ROBERT E SMITH JR","8","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - At Large","JOE VICHOT","6","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - At Large","LISA WALTER","6","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","3","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","5","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - At Large","BLAKE MARLES","7","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - District 1","BOB DADAY","9","10.76%"
"Allentown 11th Ward 2nd Dist- 0021","Member of the Republican State Committee - District 1","JACQUELINE RIVERA","6","10.76%"
"Allentown 11th Ward 3rd Dist- 0022","DEM Governor","JOSH SHAPIRO","93","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","DEM Lieutenant Governor","AUSTIN DAVIS","80","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","17","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","30","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","6","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in Congress in the 7th Congressional Dist","RYAN CROSSWELL","41","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Senator In the General Assembly in the 14th Senatorial D","NICK MILLER","88","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in the General Assembly in the 134th Legi","PETER SCHWEYER","88","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","DANIELLE SHACKELFORD","64","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","AIDAN LEVINSON","25","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","APRIL RIDDICK","57","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","CARMEN BELL","52","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","CELESTE DEE","37","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","GABRIELLE KLOTZ","12","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","SARINA TORRES","50","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","JULIAN GURIDY","65","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","SUNNY GHAI","33","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","LORI MCFARLAND","17","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","BEN STEMRICH","61","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Democratic State Committee","KATHLEEN PARSONS","14","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","DEM Member of the County Committee Allentown 11th Ward 3","ANDRENE BROWN NOWELL","58","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","DEM Member of the County Committee Allentown 11th Ward 3","JEREMY BINDER","61","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","REP Governor","STACY GARRITY","17","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","REP Lieutenant Governor","JOHN VENTRE","4","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","REP Lieutenant Governor","JASON RICHEY","11","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in Congress in the 7th Congressional Dist","RYAN MACKENZIE","19","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Senator In the General Assembly in the 14th Senatorial D","OMY MALDONADO","15","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Representative in the General Assembly in the 134th Legi","MIRIAM MALDONADO","16","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - At Large","JOE VICHOT","14","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - At Large","LISA WALTER","13","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - At Large","JEANNETTE WROBEL","12","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - At Large","LINDA J SWANKOSKI","10","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - At Large","BLAKE MARLES","14","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - District 1","BOB DADAY","13","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","Member of the Republican State Committee - District 1","JACQUELINE RIVERA","10","12.04%"
"Allentown 11th Ward 3rd Dist- 0022","REP Member of the County Committee Allentown 11th Ward 3","SCOTT ARMSTRONG","16","12.04%"
"Allentown 11th Ward 4th Dist- 0023","DEM Governor","JOSH SHAPIRO","176","8.74%"
"Allentown 11th Ward 4th Dist- 0023","DEM Lieutenant Governor","AUSTIN DAVIS","170","8.74%"
"Allentown 11th Ward 4th Dist- 0023","Representative in Congress in the 7th Congressional Dist","CAROL OBANDO DERSTINE","41","8.74%"
"Allentown 11th Ward 4th Dist- 0023","Representative in Congress in the 7th Congressional Dist","BOB BROOKS","73","8.74%"
"Allentown 11th Ward 4th Dist- 0023","Representative in Congress in the 7th Congressional Dist","LAMONT G MCCLURE","22","8.74%"
