_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
233,233,DEM School Director East Allegheny Region 9 (Vote For 1),Write-in,DEM,1,1.08,865,138,2,2,0,0
234,234,DEM School Director Elizabeth Forward (Vote For 5),Megan K. Ferraro,DEM,1183,27.94,11872,3133,16,16,0,0
235,235,DEM School Director Elizabeth Forward (Vote For 5),Thomas J. Sharkey,DEM,962,22.72,11872,3133,16,16,0,0
236,236,DEM School Director Elizabeth Forward (Vote For 5),Keith Balint,DEM,943,22.27,11872,3133,16,16,0,0
237,237,DEM School Director Elizabeth Forward (Vote For 5),Scott Henry,DEM,884,20.88,11872,3133,16,16,0,0
238,238,DEM School Director Elizabeth Forward (Vote For 5),Write-in,DEM,262,6.19,11872,3133,16,16,0,0
239,239,DEM School Director Fort Cherry (Vote For 5),Jodi Nation McKay,DEM,20,37.74,217,40,1,1,0,0
240,240,DEM School Director Fort Cherry (Vote For 5),Juliann Sepesy,DEM,17,32.08,217,40,1,1,0,0
241,241,DEM School Director Fort Cherry (Vote For 5),Amanda Lynn Herforth,DEM,15,28.3,217,40,1,1,0,0
242,242,DEM School Director Fort Cherry (Vote For 5),Write-in,DEM,1,1.89,217,40,1,1,0,0
243,243,DEM School Director Fox Chapel Region 1 (Vote For 2),Catherine Findley,DEM,954,53.99,6197,1861,9,9,0,0
244,244,DEM School Director Fox Chapel Region 1 (Vote For 2),Eric Hamilton,DEM,789,44.65,6197,1861,9,9,0,0
245,245,DEM School Director Fox Chapel Region 1 (Vote For 2),Write-in,DEM,24,1.36,6197,1861,9,9,0,0
246,246,DEM School Director Fox Chapel Region 2 (Vote For 2),Vanessa Lynch,DEM,978,51.15,8420,2163,8,8,0,0
247,247,DEM School Director Fox Chapel Region 2 (Vote For 2),Ronald P. Frank,DEM,919,48.06,8420,2163,8,8,0,0
248,248,DEM School Director Fox Chapel Region 2 (Vote For 2),Write-in,DEM,15,0.78,8420,2163,8,8,0,0
249,249,DEM School Director Fox Chapel Region 3 (Vote For 1),Marybeth Dadd,DEM,1569,98.93,8006,2608,10,10,0,0
250,250,DEM School Director Fox Chapel Region 3 (Vote For 1),Write-in,DEM,17,1.07,8006,2608,10,10,0,0
251,251,DEM School Director Gateway (Vote For 5),Susan DeLaney,DEM,2268,17.05,22183,5654,28,28,0,0
252,252,DEM School Director Gateway (Vote For 5),Valerie Warning,DEM,2076,15.6,22183,5654,28,28,0,0
253,253,DEM School Director Gateway (Vote For 5),Donna Burns,DEM,1863,14,22183,5654,28,28,0,0
254,254,DEM School Director Gateway (Vote For 5),John Ritter,DEM,1504,11.3,22183,5654,28,28,0,0
255,255,DEM School Director Gateway (Vote For 5),Cheryl E. Boise,DEM,1459,10.97,22183,5654,28,28,0,0
256,256,DEM School Director Gateway (Vote For 5),Kelly Matrazzo,DEM,1425,10.71,22183,5654,28,28,0,0
257,257,DEM School Director Gateway (Vote For 5),Janette I. Beighel,DEM,1304,9.8,22183,5654,28,28,0,0
258,258,DEM School Director Gateway (Vote For 5),George  Lapcevich,DEM,1286,9.67,22183,5654,28,28,0,0
259,259,DEM School Director Gateway (Vote For 5),Write-in,DEM,120,0.9,22183,5654,28,28,0,0
260,260,DEM School Director Gateway (Vote For 1),John M. Bova,DEM,3122,98.55,22183,5654,28,28,0,0
261,261,DEM School Director Gateway (Vote For 1),Write-in,DEM,46,1.45,22183,5654,28,28,0,0
262,262,DEM School Director Hampton (Vote For 5),Trisha Marie Webb,DEM,1673,19.59,14156,3728,13,13,0,0
263,263,DEM School Director Hampton (Vote For 5),Matthew A. Jarrell,DEM,1450,16.98,14156,3728,13,13,0,0
264,264,DEM School Director Hampton (Vote For 5),Robert J. Shages,DEM,1392,16.3,14156,3728,13,13,0,0
265,265,DEM School Director Hampton (Vote For 5),Maureen Farrell Perkins,DEM,1105,12.94,14156,3728,13,13,0,0
266,266,DEM School Director Hampton (Vote For 5),Joy Midgley,DEM,1071,12.54,14156,3728,13,13,0,0
267,267,DEM School Director Hampton (Vote For 5),"Byron P. Hannah, II",DEM,1027,12.03,14156,3728,13,13,0,0
268,268,DEM School Director Hampton (Vote For 5),Jenny L. Kennedy,DEM,796,9.32,14156,3728,13,13,0,0
269,269,DEM School Director Hampton (Vote For 5),Write-in,DEM,24,0.28,14156,3728,13,13,0,0
270,270,DEM School Director Highlands Region 1 (Vote For 2),Jenny Bosak,DEM,228,30.4,3882,885,7,7,0,0
271,271,DEM School Director Highlands Region 1 (Vote For 2),Christa Jones,DEM,178,23.73,3882,885,7,7,0,0
272,272,DEM School Director Highlands Region 1 (Vote For 2),Justin Kipp,DEM,174,23.2,3882,885,7,7,0,0
273,273,DEM School Director Highlands Region 1 (Vote For 2),Gene Witt,DEM,162,21.6,3882,885,7,7,0,0
274,274,DEM School Director Highlands Region 1 (Vote For 2),Write-in,DEM,8,1.07,3882,885,7,7,0,0
275,275,DEM School Director Highlands Region 2 (Vote For 1),Autumn M. Monaghan,DEM,345,59.69,3451,943,7,7,0,0
276,276,DEM School Director Highlands Region 2 (Vote For 1),Alan Winter,DEM,224,38.75,3451,943,7,7,0,0
277,277,DEM School Director Highlands Region 2 (Vote For 1),Write-in,DEM,9,1.56,3451,943,7,7,0,0
278,278,DEM School Director Highlands Region 3 (Vote For 2),Kristie J. Babinsack,DEM,521,34.25,4981,1644,7,7,0,0
279,279,DEM School Director Highlands Region 3 (Vote For 2),Elijah Majocha,DEM,386,25.38,4981,1644,7,7,0,0
280,280,DEM School Director Highlands Region 3 (Vote For 2),Misty D. Chybrzynski Woody,DEM,319,20.97,4981,1644,7,7,0,0
281,281,DEM School Director Highlands Region 3 (Vote For 2),Laura Butler,DEM,274,18.01,4981,1644,7,7,0,0
282,282,DEM School Director Highlands Region 3 (Vote For 2),Write-in,DEM,21,1.38,4981,1644,7,7,0,0
283,283,DEM School Director Keystone Oaks Region 1 (Vote For 1),Raeann Lindsey,DEM,628,69.93,5947,1418,8,8,0,0
284,284,DEM School Director Keystone Oaks Region 1 (Vote For 1),Paul Gromek,DEM,263,29.29,5947,1418,8,8,0,0
285,285,DEM School Director Keystone Oaks Region 1 (Vote For 1),Write-in,DEM,7,0.78,5947,1418,8,8,0,0
286,286,DEM School Director Keystone Oaks Region 2 (Vote For 2),Tamara Donahue,DEM,1059,57.06,6196,1644,10,10,0,0
287,287,DEM School Director Keystone Oaks Region 2 (Vote For 2),Ian R. Wilson,DEM,784,42.24,6196,1644,10,10,0,0
288,288,DEM School Director Keystone Oaks Region 2 (Vote For 2),Write-in,DEM,13,0.7,6196,1644,10,10,0,0
289,289,DEM School Director Keystone Oaks Region 3 (Vote For 2),Theresa Lydon,DEM,563,53.16,3700,1020,4,4,0,0
290,290,DEM School Director Keystone Oaks Region 3 (Vote For 2),Thomas LaPorte,DEM,492,46.46,3700,1020,4,4,0,0
291,291,DEM School Director Keystone Oaks Region 3 (Vote For 2),Write-in,DEM,4,0.38,3700,1020,4,4,0,0
292,292,DEM School Director McKeesport Area (Vote For 5),Mark Holtzman,DEM,1633,11.83,18740,5101,45,45,0,0
293,293,DEM School Director McKeesport Area (Vote For 5),James Brown,DEM,1457,10.56,18740,5101,45,45,0,0
294,294,DEM School Director McKeesport Area (Vote For 5),Diane Elias,DEM,1370,9.93,18740,5101,45,45,0,0
295,295,DEM School Director McKeesport Area (Vote For 5),Matthew Keller,DEM,1131,8.2,18740,5101,45,45,0,0
296,296,DEM School Director McKeesport Area (Vote For 5),Jason Pavlecic,DEM,1078,7.81,18740,5101,45,45,0,0
297,297,DEM School Director McKeesport Area (Vote For 5),Thomas Filotei,DEM,1048,7.59,18740,5101,45,45,0,0
298,298,DEM School Director McKeesport Area (Vote For 5),David Seropian,DEM,1037,7.51,18740,5101,45,45,0,0
299,299,DEM School Director McKeesport Area (Vote For 5),Joe Lopretto,DEM,1020,7.39,18740,5101,45,45,0,0
300,300,DEM School Director McKeesport Area (Vote For 5),Tiffany Wampler,DEM,1014,7.35,18740,5101,45,45,0,0
301,301,DEM School Director McKeesport Area (Vote For 5),Cameron L. Preston,DEM,981,7.11,18740,5101,45,45,0,0
302,302,DEM School Director McKeesport Area (Vote For 5),Matthew Mols,DEM,929,6.73,18740,5101,45,45,0,0
303,303,DEM School Director McKeesport Area (Vote For 5),Nikita Crumb,DEM,698,5.06,18740,5101,45,45,0,0
304,304,DEM School Director McKeesport Area (Vote For 5),Jeffery Anderson,DEM,351,2.54,18740,5101,45,45,0,0
305,305,DEM School Director McKeesport Area (Vote For 5),Write-in,DEM,53,0.38,18740,5101,45,45,0,0
306,306,DEM School Director Montour Region 1 (Vote For 2),Mark Rippole,DEM,873,50.52,6606,1720,7,7,0,0
307,307,DEM School Director Montour Region 1 (Vote For 2),Thomas Barclay,DEM,842,48.73,6606,1720,7,7,0,0
308,308,DEM School Director Montour Region 1 (Vote For 2),Write-in,DEM,13,0.75,6606,1720,7,7,0,0
309,309,DEM School Director Montour Region 2 (Vote For 3),Mary Ellen Moore,DEM,1474,34.18,8110,2694,7,7,0,0
310,310,DEM School Director Montour Region 2 (Vote For 3),Mark Hutter,DEM,1409,32.68,8110,2694,7,7,0,0
311,311,DEM School Director Montour Region 2 (Vote For 3),Ken Barth,DEM,1398,32.42,8110,2694,7,7,0,0
312,312,DEM School Director Montour Region 2 (Vote For 3),Write-in,DEM,31,0.72,8110,2694,7,7,0,0
313,313,DEM School Director Moon Area (Vote For 5),Sarah Simmons,DEM,1984,22.78,19859,4662,15,15,0,0
314,314,DEM School Director Moon Area (Vote For 5),Bryan Seybert,DEM,1600,18.37,19859,4662,15,15,0,0
315,315,DEM School Director Moon Area (Vote For 5),Kristin Sainovich,DEM,1167,13.4,19859,4662,15,15,0,0
316,316,DEM School Director Moon Area (Vote For 5),Crystal Barr,DEM,1141,13.1,19859,4662,15,15,0,0
317,317,DEM School Director Moon Area (Vote For 5),Adam Gill,DEM,1033,11.86,19859,4662,15,15,0,0
318,318,DEM School Director Moon Area (Vote For 5),Bob Zieger,DEM,892,10.24,19859,4662,15,15,0,0
319,319,DEM School Director Moon Area (Vote For 5),David White,DEM,805,9.24,19859,4662,15,15,0,0
320,320,DEM School Director Moon Area (Vote For 5),Write-in,DEM,88,1.01,19859,4662,15,15,0,0
321,321,DEM School Director Mt. Lebanon (Vote For 5),Eva Gelman,DEM,4577,18.56,25866,8625,38,38,0,0
322,322,DEM School Director Mt. Lebanon (Vote For 5),Valerie Fleisher,DEM,4545,18.43,25866,8625,38,38,0,0
323,323,DEM School Director Mt. Lebanon (Vote For 5),Brenna Crable,DEM,4405,17.86,25866,8625,38,38,0,0
324,324,DEM School Director Mt. Lebanon (Vote For 5),Todd Hoffman,DEM,4188,16.98,25866,8625,38,38,0,0
325,325,DEM School Director Mt. Lebanon (Vote For 5),Jacob Wyland,DEM,4146,16.81,25866,8625,38,38,0,0
326,326,DEM School Director Mt. Lebanon (Vote For 5),Dana M. DiDonato,DEM,1582,6.42,25866,8625,38,38,0,0
327,327,DEM School Director Mt. Lebanon (Vote For 5),Ben Webster,DEM,1096,4.44,25866,8625,38,38,0,0
328,328,DEM School Director Mt. Lebanon (Vote For 5),Write-in,DEM,120,0.49,25866,8625,38,38,0,0
329,329,DEM School Director Mt. Lebanon (Vote For 1),Melinda Berdyck,DEM,4696,85.04,25866,8625,38,38,0,0
330,330,DEM School Director Mt. Lebanon (Vote For 1),Jordon McMichael,DEM,801,14.51,25866,8625,38,38,0,0
331,331,DEM School Director Mt. Lebanon (Vote For 1),Write-in,DEM,25,0.45,25866,8625,38,38,0,0
332,332,DEM School Director North Allegheny (Vote For 5),Elizabeth Warner,DEM,4872,17.12,41270,11429,38,38,0,0
333,333,DEM School Director North Allegheny (Vote For 5),Anisha Shah,DEM,4716,16.57,41270,11429,38,38,0,0
334,334,DEM School Director North Allegheny (Vote For 5),Bob Gibbs,DEM,4594,16.14,41270,11429,38,38,0,0
335,335,DEM School Director North Allegheny (Vote For 5),Jaime Martinez,DEM,4517,15.87,41270,11429,38,38,0,0
336,336,DEM School Director North Allegheny (Vote For 5),Sylvana Bonner,DEM,4512,15.85,41270,11429,38,38,0,0
337,337,DEM School Director North Allegheny (Vote For 5),Libby Blackburn,DEM,1279,4.49,41270,11429,38,38,0,0
338,338,DEM School Director North Allegheny (Vote For 5),Kate Matz,DEM,1045,3.67,41270,11429,38,38,0,0
339,339,DEM School Director North Allegheny (Vote For 5),Marcie Crow,DEM,1001,3.52,41270,11429,38,38,0,0
340,340,DEM School Director North Allegheny (Vote For 5),Mike Weniger,DEM,987,3.47,41270,11429,38,38,0,0
341,341,DEM School Director North Allegheny (Vote For 5),Janet Redwing Sidor,DEM,864,3.04,41270,11429,38,38,0,0
342,342,DEM School Director North Allegheny (Vote For 5),Write-in,DEM,75,0.26,41270,11429,38,38,0,0
343,343,DEM School Director North Hills (Vote For 5),Helen D. Spade,DEM,2676,12.63,28537,8265,40,40,0,0
344,344,DEM School Director North Hills (Vote For 5),Phil Little,DEM,2645,12.48,28537,8265,40,40,0,0
345,345,DEM School Director North Hills (Vote For 5),Rachael Rennebeck,DEM,2414,11.39,28537,8265,40,40,0,0
346,346,DEM School Director North Hills (Vote For 5),Ashley Stephens,DEM,2172,10.25,28537,8265,40,40,0,0
347,347,DEM School Director North Hills (Vote For 5),Samantha Ellwood,DEM,2160,10.19,28537,8265,40,40,0,0
348,348,DEM School Director North Hills (Vote For 5),Deanna Philpott,DEM,2150,10.15,28537,8265,40,40,0,0
349,349,DEM School Director North Hills (Vote For 5),Dana Merlino,DEM,1451,6.85,28537,8265,40,40,0,0
350,350,DEM School Director North Hills (Vote For 5),April Lynn Casey,DEM,1441,6.8,28537,8265,40,40,0,0
351,351,DEM School Director North Hills (Vote For 5),"John C. Hoffman, Jr.",DEM,1369,6.46,28537,8265,40,40,0,0
352,352,DEM School Director North Hills (Vote For 5),Kathryn Poniatowski,DEM,1361,6.42,28537,8265,40,40,0,0
353,353,DEM School Director North Hills (Vote For 5),Traci L. Brown,DEM,1288,6.08,28537,8265,40,40,0,0
354,354,DEM School Director North Hills (Vote For 5),Write-in,DEM,64,0.3,28537,8265,40,40,0,0
355,355,DEM School Director Northgate (Vote For 5),Katrina Eames,DEM,1057,21.18,9057,2051,12,12,0,0
356,356,DEM School Director Northgate (Vote For 5),Wendi Lee,DEM,1003,20.1,9057,2051,12,12,0,0
357,357,DEM School Director Northgate (Vote For 5),Abigail Marx,DEM,972,19.48,9057,2051,12,12,0,0
358,358,DEM School Director Northgate (Vote For 5),Michael Rajakovic,DEM,970,19.44,9057,2051,12,12,0,0
359,359,DEM School Director Northgate (Vote For 5),William Bergmann,DEM,947,18.98,9057,2051,12,12,0,0
360,360,DEM School Director Northgate (Vote For 5),Write-in,DEM,41,0.82,9057,2051,12,12,0,0
361,361,DEM School Director Northgate (Vote For 1),Laura Pollanen,DEM,1305,99.01,9057,2051,12,12,0,0
362,362,DEM School Director Northgate (Vote For 1),Write-in,DEM,13,0.99,9057,2051,12,12,0,0
363,363,DEM School Director Norwin (Vote For 5),Matt Thomas,DEM,2,22.22,1257,352,2,2,0,0
364,364,DEM School Director Norwin (Vote For 5),Thomas Ryan,DEM,1,11.11,1257,352,2,2,0,0
365,365,DEM School Director Norwin (Vote For 5),Lynda Funk,DEM,1,11.11,1257,352,2,2,0,0
366,366,DEM School Director Norwin (Vote For 5),Tammy Moreno,DEM,1,11.11,1257,352,2,2,0,0
367,367,DEM School Director Norwin (Vote For 5),"Tim Kotch, Sr.",DEM,1,11.11,1257,352,2,2,0,0
368,368,DEM School Director Norwin (Vote For 5),Heath Shrum,DEM,1,11.11,1257,352,2,2,0,0
369,369,DEM School Director Norwin (Vote For 5),Robert Wayman,DEM,1,11.11,1257,352,2,2,0,0
370,370,DEM School Director Norwin (Vote For 5),Nina Totin,DEM,1,11.11,1257,352,2,2,0,0
371,371,DEM School Director Norwin (Vote For 5),Dale Weisensee,DEM,0,0,1257,352,2,2,0,0
372,372,DEM School Director Norwin (Vote For 5),Bill Bojalad,DEM,0,0,1257,352,2,2,0,0
373,373,DEM School Director Norwin (Vote For 5),Write-in,DEM,0,0,1257,352,2,2,0,0
374,374,DEM School Director Penn Hills (Vote For 5),Jackie Blakey-Tate,DEM,3538,18.31,29789,7183,50,50,0,0
375,375,DEM School Director Penn Hills (Vote For 5),Heather Broman,DEM,3293,17.04,29789,7183,50,50,0,0
376,376,DEM School Director Penn Hills (Vote For 5),Erin Vecchio,DEM,2870,14.85,29789,7183,50,50,0,0
377,377,DEM School Director Penn Hills (Vote For 5),Devon Goetze,DEM,2568,13.29,29789,7183,50,50,0,0
378,378,DEM School Director Penn Hills (Vote For 5),Robert A. Marra,DEM,2440,12.63,29789,7183,50,50,0,0
379,379,DEM School Director Penn Hills (Vote For 5),Meryl R. Thomas,DEM,2397,12.4,29789,7183,50,50,0,0
380,380,DEM School Director Penn Hills (Vote For 5),Larry Choby,DEM,2156,11.16,29789,7183,50,50,0,0
381,381,DEM School Director Penn Hills (Vote For 5),Write-in,DEM,61,0.32,29789,7183,50,50,0,0
382,382,DEM School Director Penn-Trafford (Vote For 2),Scott Koscho,DEM,5,55.56,54,10,1,1,0,0
383,383,DEM School Director Penn-Trafford (Vote For 2),Nick A. Petrucci,DEM,4,44.44,54,10,1,1,0,0
384,384,DEM School Director Penn-Trafford (Vote For 2),Write-in,DEM,0,0,54,10,1,1,0,0
385,385,DEM School Director Pine Richland Region 1 (Vote For 2),Ashley Fortier,DEM,638,56.71,7313,1553,5,5,0,0
386,386,DEM School Director Pine Richland Region 1 (Vote For 2),Heather Curtin,DEM,471,41.87,7313,1553,5,5,0,0
387,387,DEM School Director Pine Richland Region 1 (Vote For 2),Write-in,DEM,16,1.42,7313,1553,5,5,0,0
388,388,DEM School Director Pine Richland Region 2 (Vote For 1),Russell Patterson,DEM,566,65.13,6853,1813,6,6,0,0
389,389,DEM School Director Pine Richland Region 2 (Vote For 1),Leslie Miller,DEM,296,34.06,6853,1813,6,6,0,0
390,390,DEM School Director Pine Richland Region 2 (Vote For 1),Write-in,DEM,7,0.81,6853,1813,6,6,0,0
391,391,DEM School Director Pine Richland Region 3 (Vote For 2),Jennifer Beuse,DEM,511,39.31,5650,1429,5,5,0,0
392,392,DEM School Director Pine Richland Region 3 (Vote For 2),Matthew M. Mehalik,DEM,457,35.15,5650,1429,5,5,0,0
393,393,DEM School Director Pine Richland Region 3 (Vote For 2),Philip R. Morrissette,DEM,175,13.46,5650,1429,5,5,0,0
394,394,DEM School Director Pine Richland Region 3 (Vote For 2),Mike Wiethorn,DEM,154,11.85,5650,1429,5,5,0,0
395,395,DEM School Director Pine Richland Region 3 (Vote For 2),Write-in,DEM,3,0.23,5650,1429,5,5,0,0
396,396,DEM School Director Plum (Vote For 5),Renee M. Richardson,DEM,1784,14.7,19236,5596,21,21,0,0
397,397,DEM School Director Plum (Vote For 5),Michael Caliguiri,DEM,1613,13.29,19236,5596,21,21,0,0
398,398,DEM School Director Plum (Vote For 5),Amy L. Wetmore,DEM,1601,13.19,19236,5596,21,21,0,0
399,399,DEM School Director Plum (Vote For 5),Michelle Stepnick,DEM,1294,10.66,19236,5596,21,21,0,0
400,400,DEM School Director Plum (Vote For 5),Justin S. Newman,DEM,1291,10.64,19236,5596,21,21,0,0
401,401,DEM School Director Plum (Vote For 5),Adam  Hill,DEM,1104,9.1,19236,5596,21,21,0,0
402,402,DEM School Director Plum (Vote For 5),"Michael Devine, Jr.",DEM,935,7.7,19236,5596,21,21,0,0
403,403,DEM School Director Plum (Vote For 5),Lindsay Arenth,DEM,685,5.64,19236,5596,21,21,0,0
404,404,DEM School Director Plum (Vote For 5),Eric Gumkowski,DEM,385,3.17,19236,5596,21,21,0,0
405,405,DEM School Director Plum (Vote For 5),Mark Stropkaj,DEM,380,3.13,19236,5596,21,21,0,0
406,406,DEM School Director Plum (Vote For 5),Thomas Edward Feeney,DEM,317,2.61,19236,5596,21,21,0,0
407,407,DEM School Director Plum (Vote For 5),Aaron Butler,DEM,303,2.5,19236,5596,21,21,0,0
408,408,DEM School Director Plum (Vote For 5),Gary Motor,DEM,223,1.84,19236,5596,21,21,0,0
409,409,DEM School Director Plum (Vote For 5),Phil Sewell,DEM,176,1.45,19236,5596,21,21,0,0
410,410,DEM School Director Plum (Vote For 5),Write-in,DEM,44,0.36,19236,5596,21,21,0,0
411,411,DEM School Director Quaker Valley Region 1 (Vote For 1),Gianni Floro,DEM,365,62.39,3168,1130,4,4,0,0
412,412,DEM School Director Quaker Valley Region 1 (Vote For 1),William B. Jasper,DEM,219,37.44,3168,1130,4,4,0,0
413,413,DEM School Director Quaker Valley Region 1 (Vote For 1),Write-in,DEM,1,0.17,3168,1130,4,4,0,0
414,414,DEM School Director Quaker Valley Region 2 (Vote For 2),Geoff Barnes,DEM,338,36.31,3012,938,4,4,0,0
415,415,DEM School Director Quaker Valley Region 2 (Vote For 2),Corinna Garcia-Skorpenske,DEM,266,28.57,3012,938,4,4,0,0
416,416,DEM School Director Quaker Valley Region 2 (Vote For 2),Juliane Mazzarella,DEM,169,18.15,3012,938,4,4,0,0
417,417,DEM School Director Quaker Valley Region 2 (Vote For 2),Angela Hawes,DEM,147,15.79,3012,938,4,4,0,0
418,418,DEM School Director Quaker Valley Region 2 (Vote For 2),Write-in,DEM,11,1.18,3012,938,4,4,0,0
419,419,DEM School Director Quaker Valley Region 3 (Vote For 2),Jessica Webster,DEM,619,39.88,4695,1649,8,8,0,0
420,420,DEM School Director Quaker Valley Region 3 (Vote For 2),Melissa Walls,DEM,615,39.63,4695,1649,8,8,0,0
421,421,DEM School Director Quaker Valley Region 3 (Vote For 2),John English,DEM,189,12.18,4695,1649,8,8,0,0
422,422,DEM School Director Quaker Valley Region 3 (Vote For 2),George M. Smith,DEM,123,7.93,4695,1649,8,8,0,0
423,423,DEM School Director Quaker Valley Region 3 (Vote For 2),Write-in,DEM,6,0.39,4695,1649,8,8,0,0
424,424,DEM School Director Riverview (Vote For 5),Jennifer K. Chaparro,DEM,1055,17.63,7004,2179,9,9,0,0
425,425,DEM School Director Riverview (Vote For 5),Antonio Paris,DEM,966,16.14,7004,2179,9,9,0,0
426,426,DEM School Director Riverview (Vote For 5),Leanne Jacobs-Rohan,DEM,931,15.56,7004,2179,9,9,0,0
427,427,DEM School Director Riverview (Vote For 5),Erin Schuetz,DEM,907,15.16,7004,2179,9,9,0,0
428,428,DEM School Director Riverview (Vote For 5),Roger Pogoda,DEM,789,13.19,7004,2179,9,9,0,0
