Unofficial Election Results
LEHIGH
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Allentown 10th Ward 1st Dist- 0017","SUPREME COURT - WECHT","Yes","140","10.71%"
"Allentown 10th Ward 1st Dist- 0017","SUPREME COURT - WECHT","No","34","10.71%"
"Allentown 10th Ward 1st Dist- 0017","SUPERIOR COURT - DEBOW","Yes","133","10.71%"
"Allentown 10th Ward 1st Dist- 0017","SUPERIOR COURT - DEBOW","No","41","10.71%"
"Allentown 10th Ward 1st Dist- 0017","COMMONWEALTH COURT - WOJCIK","Yes","135","10.71%"
"Allentown 10th Ward 1st Dist- 0017","COMMONWEALTH COURT - WOJCIK","No","37","10.71%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE SUPERIOR COURT","DEM Brandon Neuman","111","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE SUPERIOR COURT","REP Maria Battista","33","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE SUPERIOR COURT","LBR Daniel Wassmer","2","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE COMMONWEALTH COURT","DEM Stella Tsai","112","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE COMMONWEALTH COURT","REP Matt Wolford","33","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE COURT OF COMMON PLEAS","DEM Mark B Stanziola","112","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","JUDGE OF THE COURT OF COMMON PLEAS","REP Patricia Fuentes Mulqueen","33","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","COUNTY EXECUTIVE","DEM Joshua Siegel","116","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","COUNTY EXECUTIVE","REP Roger MacLean","30","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","COUNTY COMMISSIONER - DISTRICT 4","DEM Geoffrey Brace","125","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN MAYOR","DEM Matt Tuerk","114","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN MAYOR","REP Ed Zucal","31","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN CITY COUNCIL","DEM Cynthia Y Mota","101","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN CITY COUNCIL","DEM Jeremy Binder","78","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN CITY COUNCIL","DEM Natalie Santos","79","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN CITY COUNCIL","DEM Cristian Pungo","69","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Evette D'Amore","86","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Cereta Johnson","83","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","DAR Dianne L Michels","62","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Denzel Morris","69","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Robert E Smith Jr","31","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Tom Houck","22","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP David F Zimmerman","21","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 2YR","DEM Nick Nicholoff","112","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","ALLENTOWN SCHOOL DIRECTOR - 2YR","REP Robert E Smith Jr","35","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPREME COURT - DONOHUE","Yes","103","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPREME COURT - DONOHUE","No","35","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPREME COURT - DOUGHERTY","Yes","103","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPREME COURT - DOUGHERTY","No","35","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPREME COURT - WECHT","Yes","100","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPREME COURT - WECHT","No","37","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPERIOR COURT - DEBOW","Yes","103","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","SUPERIOR COURT - DEBOW","No","34","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","COMMONWEALTH COURT - WOJCIK","Yes","96","13.92%"
"Allentown 10th Ward 3rd Dist- 0018","COMMONWEALTH COURT - WOJCIK","No","36","13.92%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE SUPERIOR COURT","DEM Brandon Neuman","108","12.91%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE SUPERIOR COURT","REP Maria Battista","36","12.91%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE SUPERIOR COURT","LBR Daniel Wassmer","2","12.91%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE COMMONWEALTH COURT","DEM Stella Tsai","118","12.91%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE COMMONWEALTH COURT","REP Matt Wolford","27","12.91%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE COURT OF COMMON PLEAS","DEM Mark B Stanziola","110","12.91%"
"Allentown 10th Ward 4th Dist- 0019","JUDGE OF THE COURT OF COMMON PLEAS","REP Patricia Fuentes Mulqueen","32","12.91%"
"Allentown 10th Ward 4th Dist- 0019","COUNTY EXECUTIVE","DEM Joshua Siegel","122","12.91%"
"Allentown 10th Ward 4th Dist- 0019","COUNTY EXECUTIVE","REP Roger MacLean","23","12.91%"
"Allentown 10th Ward 4th Dist- 0019","COUNTY COMMISSIONER - DISTRICT 4","DEM Geoffrey Brace","123","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN MAYOR","DEM Matt Tuerk","116","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN MAYOR","REP Ed Zucal","27","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN CITY COUNCIL","DEM Cynthia Y Mota","103","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN CITY COUNCIL","DEM Jeremy Binder","85","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN CITY COUNCIL","DEM Natalie Santos","95","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN CITY COUNCIL","DEM Cristian Pungo","78","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Evette D'Amore","100","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Cereta Johnson","82","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","DAR Dianne L Michels","66","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Denzel Morris","78","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Robert E Smith Jr","31","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Tom Houck","15","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP David F Zimmerman","18","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 2YR","DEM Nick Nicholoff","111","12.91%"
"Allentown 10th Ward 4th Dist- 0019","ALLENTOWN SCHOOL DIRECTOR - 2YR","REP Robert E Smith Jr","32","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPREME COURT - DONOHUE","Yes","114","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPREME COURT - DONOHUE","No","24","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPREME COURT - DOUGHERTY","Yes","112","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPREME COURT - DOUGHERTY","No","26","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPREME COURT - WECHT","Yes","107","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPREME COURT - WECHT","No","30","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPERIOR COURT - DEBOW","Yes","110","12.91%"
"Allentown 10th Ward 4th Dist- 0019","SUPERIOR COURT - DEBOW","No","26","12.91%"
"Allentown 10th Ward 4th Dist- 0019","COMMONWEALTH COURT - WOJCIK","Yes","113","12.91%"
"Allentown 10th Ward 4th Dist- 0019","COMMONWEALTH COURT - WOJCIK","No","22","12.91%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE SUPERIOR COURT","DEM Brandon Neuman","87","14.00%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE SUPERIOR COURT","REP Maria Battista","34","14.00%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE SUPERIOR COURT","LBR Daniel Wassmer","5","14.00%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE COMMONWEALTH COURT","DEM Stella Tsai","95","14.00%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE COMMONWEALTH COURT","REP Matt Wolford","32","14.00%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE COURT OF COMMON PLEAS","DEM Mark B Stanziola","94","14.00%"
"Allentown 11th Ward 1st Dist- 0020","JUDGE OF THE COURT OF COMMON PLEAS","REP Patricia Fuentes Mulqueen","32","14.00%"
"Allentown 11th Ward 1st Dist- 0020","COUNTY EXECUTIVE","DEM Joshua Siegel","95","14.00%"
"Allentown 11th Ward 1st Dist- 0020","COUNTY EXECUTIVE","REP Roger MacLean","29","14.00%"
"Allentown 11th Ward 1st Dist- 0020","COUNTY COMMISSIONER - DISTRICT 4","DEM Geoffrey Brace","108","14.00%"
"Allentown 11th Ward 1st Dist- 0020","MAGISTERIAL DISTRICT JUDGE 31-1-02","DAR Rashid Santiago","110","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN MAYOR","DEM Matt Tuerk","95","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN MAYOR","REP Ed Zucal","30","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN CITY COUNCIL","DEM Cynthia Y Mota","89","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN CITY COUNCIL","DEM Jeremy Binder","69","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN CITY COUNCIL","DEM Natalie Santos","74","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN CITY COUNCIL","DEM Cristian Pungo","66","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Evette D'Amore","75","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Cereta Johnson","63","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","DAR Dianne L Michels","66","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Denzel Morris","60","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Robert E Smith Jr","21","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Tom Houck","21","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP David F Zimmerman","26","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 2YR","DEM Nick Nicholoff","96","14.00%"
"Allentown 11th Ward 1st Dist- 0020","ALLENTOWN SCHOOL DIRECTOR - 2YR","REP Robert E Smith Jr","28","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPREME COURT - DONOHUE","Yes","96","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPREME COURT - DONOHUE","No","30","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPREME COURT - DOUGHERTY","Yes","97","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPREME COURT - DOUGHERTY","No","28","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPREME COURT - WECHT","Yes","94","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPREME COURT - WECHT","No","31","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPERIOR COURT - DEBOW","Yes","90","14.00%"
"Allentown 11th Ward 1st Dist- 0020","SUPERIOR COURT - DEBOW","No","29","14.00%"
"Allentown 11th Ward 1st Dist- 0020","COMMONWEALTH COURT - WOJCIK","Yes","95","14.00%"
"Allentown 11th Ward 1st Dist- 0020","COMMONWEALTH COURT - WOJCIK","No","28","14.00%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE SUPERIOR COURT","DEM Brandon Neuman","136","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE SUPERIOR COURT","REP Maria Battista","25","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE SUPERIOR COURT","LBR Daniel Wassmer","5","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE COMMONWEALTH COURT","DEM Stella Tsai","140","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE COMMONWEALTH COURT","REP Matt Wolford","22","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE COURT OF COMMON PLEAS","DEM Mark B Stanziola","131","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","JUDGE OF THE COURT OF COMMON PLEAS","REP Patricia Fuentes Mulqueen","33","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","COUNTY EXECUTIVE","DEM Joshua Siegel","142","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","COUNTY EXECUTIVE","REP Roger MacLean","20","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","COUNTY COMMISSIONER - DISTRICT 4","DEM Geoffrey Brace","149","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","MAGISTERIAL DISTRICT JUDGE 31-1-02","DAR Rashid Santiago","150","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN MAYOR","DEM Matt Tuerk","138","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN MAYOR","REP Ed Zucal","25","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN CITY COUNCIL","DEM Cynthia Y Mota","126","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN CITY COUNCIL","DEM Jeremy Binder","110","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN CITY COUNCIL","DEM Natalie Santos","116","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN CITY COUNCIL","DEM Cristian Pungo","101","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Evette D'Amore","117","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Cereta Johnson","99","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","DAR Dianne L Michels","97","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Denzel Morris","97","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Robert E Smith Jr","22","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Tom Houck","15","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP David F Zimmerman","19","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 2YR","DEM Nick Nicholoff","135","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","ALLENTOWN SCHOOL DIRECTOR - 2YR","REP Robert E Smith Jr","24","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPREME COURT - DONOHUE","Yes","137","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPREME COURT - DONOHUE","No","17","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPREME COURT - DOUGHERTY","Yes","136","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPREME COURT - DOUGHERTY","No","18","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPREME COURT - WECHT","Yes","136","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPREME COURT - WECHT","No","20","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPERIOR COURT - DEBOW","Yes","134","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","SUPERIOR COURT - DEBOW","No","19","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","COMMONWEALTH COURT - WOJCIK","Yes","130","15.89%"
"Allentown 11th Ward 2nd Dist- 0021","COMMONWEALTH COURT - WOJCIK","No","20","15.89%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE SUPERIOR COURT","DEM Brandon Neuman","153","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE SUPERIOR COURT","REP Maria Battista","41","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE SUPERIOR COURT","LBR Daniel Wassmer","9","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE COMMONWEALTH COURT","DEM Stella Tsai","159","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE COMMONWEALTH COURT","REP Matt Wolford","47","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE COURT OF COMMON PLEAS","DEM Mark B Stanziola","154","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","JUDGE OF THE COURT OF COMMON PLEAS","REP Patricia Fuentes Mulqueen","50","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","COUNTY EXECUTIVE","DEM Joshua Siegel","160","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","COUNTY EXECUTIVE","REP Roger MacLean","46","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","COUNTY COMMISSIONER - DISTRICT 4","DEM Geoffrey Brace","170","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","MAGISTERIAL DISTRICT JUDGE 31-1-02","DAR Rashid Santiago","173","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN MAYOR","DEM Matt Tuerk","153","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN MAYOR","REP Ed Zucal","50","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN CITY COUNCIL","DEM Cynthia Y Mota","135","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN CITY COUNCIL","DEM Jeremy Binder","133","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN CITY COUNCIL","DEM Natalie Santos","117","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN CITY COUNCIL","DEM Cristian Pungo","113","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Evette D'Amore","136","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Cereta Johnson","120","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","DAR Dianne L Michels","100","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","DEM Denzel Morris","102","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Robert E Smith Jr","49","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP Tom Houck","40","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 4YR","REP David F Zimmerman","44","21.26%"
"Allentown 11th Ward 3rd Dist- 0022","ALLENTOWN SCHOOL DIRECTOR - 2YR","DEM Nick Nicholoff","149","21.26%"
